,ID,EC number,reaction,flux
5447,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c7,1.2.1.9,GAP_c7 + NADP_c7 + WATER_c7 --> G3P_c7 + NADPH_c7 + 2.0 PROTON_c7,0.0
5448,RXN_9661_p2,1.3.1.9,Dodec_2_enoyl_ACPs_p2 + NADH_p2 + PROTON_p2 --> Dodecanoyl_ACPs_p2 + NAD_p2,0.06578418173678172
5449,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c4,1.2.1.9,GAP_c4 + NADP_c4 + WATER_c4 --> G3P_c4 + NADPH_c4 + 2.0 PROTON_c4,0.0
5450,RXN_9661_p1,1.3.1.9,Dodec_2_enoyl_ACPs_p1 + NADH_p1 + PROTON_p1 --> Dodecanoyl_ACPs_p1 + NAD_p1,0.04176133807598526
5451,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c5,1.2.1.9,GAP_c5 + NADP_c5 + WATER_c5 --> G3P_c5 + NADPH_c5 + 2.0 PROTON_c5,0.0
5452,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c8,1.2.1.9,GAP_c8 + NADP_c8 + WATER_c8 --> G3P_c8 + NADPH_c8 + 2.0 PROTON_c8,0.0
5453,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c9,1.2.1.9,GAP_c9 + NADP_c9 + WATER_c9 --> G3P_c9 + NADPH_c9 + 2.0 PROTON_c9,0.0
5454,RXN_7678_NAD_p10,1.1.1.294,CHLOROPHYLL_B_p10 + NADH_p10 + PROTON_p10 --> CPD_7016_p10 + NAD_p10,0.0
5455,RXN_9661_p9,1.3.1.9,Dodec_2_enoyl_ACPs_p9 + NADH_p9 + PROTON_p9 --> Dodecanoyl_ACPs_p9 + NAD_p9,0.0033210653315288163
5456,RXN_9661_p8,1.3.1.9,Dodec_2_enoyl_ACPs_p8 + NADH_p8 + PROTON_p8 --> Dodecanoyl_ACPs_p8 + NAD_p8,0.0082051646467024
5457,RXN_9648_p8,2.3.1.41,Butanoyl_ACPs_p8 + MALONYL_COA_p8 + PROTON_p8 --> 3_oxo_hexanoyl_ACPs_p8 + CARBON_DIOXIDE_p8 + CO_A_p8,0.0082051646467024
5458,RXN_9661_p7,1.3.1.9,Dodec_2_enoyl_ACPs_p7 + NADH_p7 + PROTON_p7 --> Dodecanoyl_ACPs_p7 + NAD_p7,0.019403949167942802
5459,RXN_9648_p9,2.3.1.41,Butanoyl_ACPs_p9 + MALONYL_COA_p9 + PROTON_p9 --> 3_oxo_hexanoyl_ACPs_p9 + CARBON_DIOXIDE_p9 + CO_A_p9,0.0033210653315288163
5460,RXN_9661_p6,1.3.1.9,Dodec_2_enoyl_ACPs_p6 + NADH_p6 + PROTON_p6 --> Dodecanoyl_ACPs_p6 + NAD_p6,0.04157129757025291
5461,RXN_9648_p6,2.3.1.41,Butanoyl_ACPs_p6 + MALONYL_COA_p6 + PROTON_p6 --> 3_oxo_hexanoyl_ACPs_p6 + CARBON_DIOXIDE_p6 + CO_A_p6,0.04157129757025291
5462,RXN_9661_p5,1.3.1.9,Dodec_2_enoyl_ACPs_p5 + NADH_p5 + PROTON_p5 --> Dodecanoyl_ACPs_p5 + NAD_p5,0.07340510282725532
5463,RXN_9648_p7,2.3.1.41,Butanoyl_ACPs_p7 + MALONYL_COA_p7 + PROTON_p7 --> 3_oxo_hexanoyl_ACPs_p7 + CARBON_DIOXIDE_p7 + CO_A_p7,0.019403949167942802
5464,ASPARAGINE_TRNA_LIGASE_RXN_c1,6.1.1.22,ASN_c1 + ASN_tRNAs_c1 + 0.65 ATP_c1 + PROTON_c1 + 0.35 aATP_c1 --> AMP_c1 + Charged_ASN_tRNAs_c1 + 0.65 PPI_c1 + 0.35 aPPI_c1,0.0016326355795142394
5465,ASPARAGINE_TRNA_LIGASE_RXN_c2,6.1.1.22,ASN_c2 + ASN_tRNAs_c2 + 0.65 ATP_c2 + PROTON_c2 + 0.35 aATP_c2 --> AMP_c2 + Charged_ASN_tRNAs_c2 + 0.65 PPI_c2 + 0.35 aPPI_c2,0.0025236380654338835
5466,ASPARAGINE_TRNA_LIGASE_RXN_c3,6.1.1.22,ASN_c3 + ASN_tRNAs_c3 + 0.65 ATP_c3 + PROTON_c3 + 0.35 aATP_c3 --> AMP_c3 + Charged_ASN_tRNAs_c3 + 0.65 PPI_c3 + 0.35 aPPI_c3,0.003762234636084238
5467,ASPARAGINE_TRNA_LIGASE_RXN_c4,6.1.1.22,ASN_c4 + ASN_tRNAs_c4 + 0.65 ATP_c4 + PROTON_c4 + 0.35 aATP_c4 --> AMP_c4 + Charged_ASN_tRNAs_c4 + 0.65 PPI_c4 + 0.35 aPPI_c4,0.004343927341186658
5468,RXN0_5330_NAD_mc6,1.6.5,NADH_m6 + PROTON_m6 + UBIQUINONE_mc6 --> NAD_m6 + UBIQUINOL_mc6,0.0
5469,RXN0_5330_NAD_mc7,1.6.5,NADH_m7 + PROTON_m7 + UBIQUINONE_mc7 --> NAD_m7 + UBIQUINOL_mc7,0.0
5470,RXN0_5330_NAD_mc8,1.6.5,NADH_m8 + PROTON_m8 + UBIQUINONE_mc8 --> NAD_m8 + UBIQUINOL_mc8,0.0
5471,RXN0_5330_NAD_mc9,1.6.5,NADH_m9 + PROTON_m9 + UBIQUINONE_mc9 --> NAD_m9 + UBIQUINOL_mc9,0.0
5472,RXN0_5330_NAD_mc2,1.6.5,NADH_m2 + PROTON_m2 + UBIQUINONE_mc2 --> NAD_m2 + UBIQUINOL_mc2,0.0
5473,ASPARAGINE_TRNA_LIGASE_RXN_c9,6.1.1.22,ASN_c9 + ASN_tRNAs_c9 + 0.65 ATP_c9 + PROTON_c9 + 0.35 aATP_c9 --> AMP_c9 + Charged_ASN_tRNAs_c9 + 0.65 PPI_c9 + 0.35 aPPI_c9,9.68023829266209e-05
5474,RXN0_5330_NAD_mc3,1.6.5,NADH_m3 + PROTON_m3 + UBIQUINONE_mc3 --> NAD_m3 + UBIQUINOL_mc3,0.0
5475,RXN0_5330_NAD_mc4,1.6.5,NADH_m4 + PROTON_m4 + UBIQUINONE_mc4 --> NAD_m4 + UBIQUINOL_mc4,0.0
5476,RXN0_5330_NAD_mc5,1.6.5,NADH_m5 + PROTON_m5 + UBIQUINONE_mc5 --> NAD_m5 + UBIQUINOL_mc5,0.0
5477,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c2,1.2.1.9,GAP_c2 + NADP_c2 + WATER_c2 --> G3P_c2 + NADPH_c2 + 2.0 PROTON_c2,0.0
5478,ASPARAGINE_TRNA_LIGASE_RXN_c5,6.1.1.22,ASN_c5 + ASN_tRNAs_c5 + 0.65 ATP_c5 + PROTON_c5 + 0.35 aATP_c5 --> AMP_c5 + Charged_ASN_tRNAs_c5 + 0.65 PPI_c5 + 0.35 aPPI_c5,0.0034391795746034452
5479,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c3,1.2.1.9,GAP_c3 + NADP_c3 + WATER_c3 --> G3P_c3 + NADPH_c3 + 2.0 PROTON_c3,0.0
5480,ASPARAGINE_TRNA_LIGASE_RXN_c6,6.1.1.22,ASN_c6 + ASN_tRNAs_c6 + 0.65 ATP_c6 + PROTON_c6 + 0.35 aATP_c6 --> AMP_c6 + Charged_ASN_tRNAs_c6 + 0.65 PPI_c6 + 0.35 aPPI_c6,0.0019048293092953955
5481,ASPARAGINE_TRNA_LIGASE_RXN_c7,6.1.1.22,ASN_c7 + ASN_tRNAs_c7 + 0.65 ATP_c7 + PROTON_c7 + 0.35 aATP_c7 --> AMP_c7 + Charged_ASN_tRNAs_c7 + 0.65 PPI_c7 + 0.35 aPPI_c7,0.0008205417057532649
5482,RXN0_5330_NAD_mc1,1.6.5,NADH_m1 + PROTON_m1 + UBIQUINONE_mc1 --> NAD_m1 + UBIQUINOL_mc1,0.0
5483,1_PERIOD_2_PERIOD_1_PERIOD_9_RXN_c1,1.2.1.9,GAP_c1 + NADP_c1 + WATER_c1 --> G3P_c1 + NADPH_c1 + 2.0 PROTON_c1,0.0
5484,ASPARAGINE_TRNA_LIGASE_RXN_c8,6.1.1.22,ASN_c8 + ASN_tRNAs_c8 + 0.65 ATP_c8 + PROTON_c8 + 0.35 aATP_c8 --> AMP_c8 + Charged_ASN_tRNAs_c8 + 0.65 PPI_c8 + 0.35 aPPI_c8,0.00030110261275050743
5485,DIHYDRODIPICSYN_RXN_p1,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p1 + PYRUVATE_p1 --> 2_3_DIHYDRODIPICOLINATE_p1 + PROTON_p1 + 2.0 WATER_p1,0.00974687334796618
5486,DIHYDRODIPICSYN_RXN_p2,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p2 + PYRUVATE_p2 --> 2_3_DIHYDRODIPICOLINATE_p2 + PROTON_p2 + 2.0 WATER_p2,0.0
5487,DIHYDRODIPICSYN_RXN_p7,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p7 + PYRUVATE_p7 --> 2_3_DIHYDRODIPICOLINATE_p7 + PROTON_p7 + 2.0 WATER_p7,0.0
5488,DIHYDRODIPICSYN_RXN_p8,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p8 + PYRUVATE_p8 --> 2_3_DIHYDRODIPICOLINATE_p8 + PROTON_p8 + 2.0 WATER_p8,0.0
5489,DIHYDRODIPICSYN_RXN_p9,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p9 + PYRUVATE_p9 --> 2_3_DIHYDRODIPICOLINATE_p9 + PROTON_p9 + 2.0 WATER_p9,0.0
5490,DIHYDRODIPICSYN_RXN_p3,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p3 + PYRUVATE_p3 --> 2_3_DIHYDRODIPICOLINATE_p3 + PROTON_p3 + 2.0 WATER_p3,0.005364788556786664
5491,Ca_ec10,NA,CAII_e10 --> CAII_c10,0.0
5492,DIHYDRODIPICSYN_RXN_p4,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p4 + PYRUVATE_p4 --> 2_3_DIHYDRODIPICOLINATE_p4 + PROTON_p4 + 2.0 WATER_p4,0.0
5493,DIHYDRODIPICSYN_RXN_p5,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p5 + PYRUVATE_p5 --> 2_3_DIHYDRODIPICOLINATE_p5 + PROTON_p5 + 2.0 WATER_p5,0.0
5494,LYS_PROTON_rev_vc10,NA,0.9202 LYS_v10 + 0.9202 PROTON_v10 + 0.0798 aLYS_v10 --> LYS_c10 + PROTON_c10,0.0
5495,DIHYDRODIPICSYN_RXN_p6,4.2.1.52,L_ASPARTATE_SEMIALDEHYDE_p6 + PYRUVATE_p6 --> 2_3_DIHYDRODIPICOLINATE_p6 + PROTON_p6 + 2.0 WATER_p6,0.0
5496,DHAP_Pi_pc1,NA,DIHYDROXY_ACETONE_PHOSPHATE_p1 + 0.7 Pi_c1 + 0.3 aPi_c1 <=> DIHYDROXY_ACETONE_PHOSPHATE_c1 + 0.3 PROTON_c1 + Pi_p1,0.0
5497,DHAP_Pi_pc4,NA,DIHYDROXY_ACETONE_PHOSPHATE_p4 + 0.7 Pi_c4 + 0.3 aPi_c4 <=> DIHYDROXY_ACETONE_PHOSPHATE_c4 + 0.3 PROTON_c4 + Pi_p4,1.8234504005883945
5498,PROPIONYL_COA_xc2,NA,PROPIONYL_COA_x2 <=> PROPIONYL_COA_c2,0.0
5499,DHAP_Pi_pc5,NA,DIHYDROXY_ACETONE_PHOSPHATE_p5 + 0.7 Pi_c5 + 0.3 aPi_c5 <=> DIHYDROXY_ACETONE_PHOSPHATE_c5 + 0.3 PROTON_c5 + Pi_p5,0.0
5500,PROPIONYL_COA_xc1,NA,PROPIONYL_COA_x1 <=> PROPIONYL_COA_c1,0.0
5501,DHAP_Pi_pc2,NA,DIHYDROXY_ACETONE_PHOSPHATE_p2 + 0.7 Pi_c2 + 0.3 aPi_c2 <=> DIHYDROXY_ACETONE_PHOSPHATE_c2 + 0.3 PROTON_c2 + Pi_p2,0.0
5502,PROPIONYL_COA_xc4,NA,PROPIONYL_COA_x4 <=> PROPIONYL_COA_c4,0.0
5503,DHAP_Pi_pc3,NA,DIHYDROXY_ACETONE_PHOSPHATE_p3 + 0.7 Pi_c3 + 0.3 aPi_c3 <=> DIHYDROXY_ACETONE_PHOSPHATE_c3 + 0.3 PROTON_c3 + Pi_p3,0.0
5504,PROPIONYL_COA_xc3,NA,PROPIONYL_COA_x3 <=> PROPIONYL_COA_c3,0.0
5505,DHAP_Pi_pc8,NA,DIHYDROXY_ACETONE_PHOSPHATE_p8 + 0.7 Pi_c8 + 0.3 aPi_c8 <=> DIHYDROXY_ACETONE_PHOSPHATE_c8 + 0.3 PROTON_c8 + Pi_p8,0.0
5506,PROPIONYL_COA_xc6,NA,PROPIONYL_COA_x6 <=> PROPIONYL_COA_c6,-0.0001262636029999984
5507,DHAP_Pi_pc9,NA,DIHYDROXY_ACETONE_PHOSPHATE_p9 + 0.7 Pi_c9 + 0.3 aPi_c9 <=> DIHYDROXY_ACETONE_PHOSPHATE_c9 + 0.3 PROTON_c9 + Pi_p9,0.0
5508,PROPIONYL_COA_xc5,NA,PROPIONYL_COA_x5 <=> PROPIONYL_COA_c5,0.0
5509,DHAP_Pi_pc6,NA,DIHYDROXY_ACETONE_PHOSPHATE_p6 + 0.7 Pi_c6 + 0.3 aPi_c6 <=> DIHYDROXY_ACETONE_PHOSPHATE_c6 + 0.3 PROTON_c6 + Pi_p6,0.0
5510,PROPIONYL_COA_xc8,NA,PROPIONYL_COA_x8 <=> PROPIONYL_COA_c8,0.0
5511,DHAP_Pi_pc7,NA,DIHYDROXY_ACETONE_PHOSPHATE_p7 + 0.7 Pi_c7 + 0.3 aPi_c7 <=> DIHYDROXY_ACETONE_PHOSPHATE_c7 + 0.3 PROTON_c7 + Pi_p7,0.0
5512,PROPIONYL_COA_xc7,NA,PROPIONYL_COA_x7 <=> PROPIONYL_COA_c7,-0.0010552089820000028
5513,PROPIONYL_COA_xc9,NA,PROPIONYL_COA_x9 <=> PROPIONYL_COA_c9,0.0
5514,ATPase_tx10,NA,ATPNAPDH_maintenance_constraint_10 + 0.65 ATP_c10 + WATER_c10 + 0.35 aATP_c10 --> 0.5 ADP_c10 + 0.55 PROTON_c10 + 0.7 Pi_c10 + 0.5 aADP_c10 + 0.3 aPi_c10,26.2
5515,1_PERIOD_2_PERIOD_1_PERIOD_13_RXN_p10,1.2.1.13,DPG_p10 + NADPH_p10 + PROTON_p10 --> GAP_p10 + NADP_p10 + Pi_p10,0.0
5516,PHOSPHOGLUCMUT_RXN_c2,5.4.2.2,GLC_1_P_c2 <=> GLC_6_P_c2,1.9132527981329839
5517,PHOSPHOGLUCMUT_RXN_c3,5.4.2.2,GLC_1_P_c3 <=> GLC_6_P_c3,2.1581906157869772
5518,PHOSPHOGLUCMUT_RXN_c1,5.4.2.2,GLC_1_P_c1 <=> GLC_6_P_c1,1.3817538042086919
5519,PHOSPHOGLUCMUT_RXN_c6,5.4.2.2,GLC_1_P_c6 <=> GLC_6_P_c6,0.06766703103367498
5520,GLUTAMATE_DEHYDROGENASE_RXN_m10,1.4.1.2,GLT_m10 + NAD_m10 + WATER_m10 --> 2_KETOGLUTARATE_m10 + AMMONIUM_m10 + NADH_m10 + PROTON_m10,0.0
5521,PHOSPHOGLUCMUT_RXN_c7,5.4.2.2,GLC_1_P_c7 <=> GLC_6_P_c7,0.02994116918608214
5522,PHOSPHOGLUCMUT_RXN_c4,5.4.2.2,GLC_1_P_c4 <=> GLC_6_P_c4,0.034240217142923246
5523,PHOSPHOGLUCMUT_RXN_c5,5.4.2.2,GLC_1_P_c5 <=> GLC_6_P_c5,0.12129840258508723
5524,CO2_pc9,NA,CARBON_DIOXIDE_p9 <=> CARBON_DIOXIDE_c9,1.2179582490392251
5525,CO2_pc2,NA,CARBON_DIOXIDE_p2 <=> CARBON_DIOXIDE_c2,1.7126714010952322
5526,CO2_pc1,NA,CARBON_DIOXIDE_p1 <=> CARBON_DIOXIDE_c1,1.4791312132832364
5527,CO2_pc4,NA,CARBON_DIOXIDE_p4 <=> CARBON_DIOXIDE_c4,4.076695340234776
5528,CO2_pc3,NA,CARBON_DIOXIDE_p3 <=> CARBON_DIOXIDE_c3,1.9375753662309667
5529,CO2_pc6,NA,CARBON_DIOXIDE_p6 <=> CARBON_DIOXIDE_c6,1.603774521190438
5530,GLC_ec2,NA,GLC_e2 + PROTON_e2 --> GLC_c2 + PROTON_c2,0.0
5531,CO2_pc5,NA,CARBON_DIOXIDE_p5 <=> CARBON_DIOXIDE_c5,2.1389881819654417
5532,GLC_ec3,NA,GLC_e3 + PROTON_e3 --> GLC_c3 + PROTON_c3,0.0
5533,CO2_pc8,NA,CARBON_DIOXIDE_p8 <=> CARBON_DIOXIDE_c8,1.2496153232762457
5534,CO2_pc7,NA,CARBON_DIOXIDE_p7 <=> CARBON_DIOXIDE_c7,1.3436263117820617
5535,GLC_ec1,NA,GLC_e1 + PROTON_e1 --> GLC_c1 + PROTON_c1,0.0
5536,GLC_ec6,NA,GLC_e6 + PROTON_e6 --> GLC_c6 + PROTON_c6,0.0
5537,GLC_ec7,NA,GLC_e7 + PROTON_e7 --> GLC_c7 + PROTON_c7,0.0
5538,GLC_ec4,NA,GLC_e4 + PROTON_e4 --> GLC_c4 + PROTON_c4,0.0
5539,GLC_ec5,NA,GLC_e5 + PROTON_e5 --> GLC_c5 + PROTON_c5,0.0
5540,ARG_HIS_mc10,NA,ARG_m10 + HIS_c10 <=> ARG_c10 + HIS_m10,0.0
5541,GLC_ec8,NA,GLC_e8 + PROTON_e8 --> GLC_c8 + PROTON_c8,0.0
5542,GLC_ec9,NA,GLC_e9 + PROTON_e9 --> GLC_c9 + PROTON_c9,0.0
5543,MALATE_DEH_RXN_m10,1.1.1.37,MAL_m10 + NAD_m10 <=> NADH_m10 + OXALACETIC_ACID_m10 + PROTON_m10,2.556934381145285
5544,L_ASPARTATE_PROTON_rev_vc9,NA,0.046 L_ASPARTATE_v9 + 0.0384 PROTON_v9 + 0.9459 aL_ASPARTATE_v9 + 0.0076 aaL_ASPARTATE_v9 --> L_ASPARTATE_c9 + PROTON_c9,0.0
5545,L_ASPARTATE_PROTON_rev_vc8,NA,0.046 L_ASPARTATE_v8 + 0.0384 PROTON_v8 + 0.9459 aL_ASPARTATE_v8 + 0.0076 aaL_ASPARTATE_v8 --> L_ASPARTATE_c8 + PROTON_c8,0.0
5546,2_PERIOD_3_PERIOD_1_PERIOD_180_RXN_p10,2.3.1.180,ACETYL_COA_p10 + MALONYL_ACP_p10 + PROTON_p10 --> Acetoacetyl_ACPs_p10 + CARBON_DIOXIDE_p10 + CO_A_p10,0.0013201181216012103
5547,L_ASPARTATE_PROTON_rev_vc3,NA,0.088 L_ASPARTATE_v3 + 0.0844 PROTON_v3 + 0.9078 aL_ASPARTATE_v3 + 0.0036 aaL_ASPARTATE_v3 --> L_ASPARTATE_c3 + PROTON_c3,0.0
5548,L_ASPARTATE_PROTON_rev_vc2,NA,0.1084 L_ASPARTATE_v2 + 0.1056 PROTON_v2 + 0.8882 aL_ASPARTATE_v2 + 0.0028 aaL_ASPARTATE_v2 --> L_ASPARTATE_c2 + PROTON_c2,0.0
5549,TRP_PROTON_rev_vc10,NA,0.9475 PROTON_v10 + 0.9474 TRP_v10 + 0.0525 aTRP_v10 --> PROTON_c10 + TRP_c10,0.0
5550,L_ASPARTATE_PROTON_rev_vc1,NA,0.1328 L_ASPARTATE_v1 + 0.1306 PROTON_v1 + 0.8645 aL_ASPARTATE_v1 + 0.0022 aaL_ASPARTATE_v1 --> L_ASPARTATE_c1 + PROTON_c1,0.0
5551,L_ASPARTATE_PROTON_rev_vc7,NA,0.046 L_ASPARTATE_v7 + 0.0384 PROTON_v7 + 0.9459 aL_ASPARTATE_v7 + 0.0076 aaL_ASPARTATE_v7 --> L_ASPARTATE_c7 + PROTON_c7,0.0
5552,L_ASPARTATE_PROTON_rev_vc6,NA,0.046 L_ASPARTATE_v6 + 0.0384 PROTON_v6 + 0.9459 aL_ASPARTATE_v6 + 0.0076 aaL_ASPARTATE_v6 --> L_ASPARTATE_c6 + PROTON_c6,0.0
5553,L_ASPARTATE_PROTON_rev_vc5,NA,0.0573 L_ASPARTATE_v5 + 0.0514 PROTON_v5 + 0.9362 aL_ASPARTATE_v5 + 0.0059 aaL_ASPARTATE_v5 --> L_ASPARTATE_c5 + PROTON_c5,0.0
5554,L_ASPARTATE_PROTON_rev_vc4,NA,0.0711 L_ASPARTATE_v4 + 0.0664 PROTON_v4 + 0.9236 aL_ASPARTATE_v4 + 0.0047 aaL_ASPARTATE_v4 --> L_ASPARTATE_c4 + PROTON_c4,0.0
5555,PREPHENATE_DEHYDROGENASE_NADP_RXN_p10,NA,NADP_p10 + PREPHENATE_p10 --> CARBON_DIOXIDE_p10 + NADPH_p10 + 0.82 P_HYDROXY_PHENYLPYRUVATE_p10 + 0.18 aP_HYDROXY_PHENYLPYRUVATE_p10,0.0
5556,THREO_DS_ISO_CITRATE_xc1,NA,THREO_DS_ISO_CITRATE_x1 <=> THREO_DS_ISO_CITRATE_c1,0.0
5557,PSERTRANSAM_RXN_p10,2.6.1.52,3_P_HYDROXYPYRUVATE_p10 + GLT_p10 <=> 2_KETOGLUTARATE_p10 + 3_P_SERINE_p10,0.104022055741784
5558,Beta_Oxidation_x10,NA,0.65 ATP_x10 + 8.0 CO_A_x10 + 7.0 NAD_x10 + 7.0 OXYGEN_MOLECULE_x10 + PALMITATE_x10 + 7.0 WATER_x10 + 0.35 aATP_x10 --> 8.0 ACETYL_COA_x10 + AMP_x10 + 7.0 HYDROGEN_PEROXIDE_x10 + 7.0 NADH_x10 + 0.65 PPI_x10 + 7.0 PROTON_x10 + 0.35 aPPI_x10,0.0
5559,FORMYLTHFDEFORMYL_RXN_p7,3.5.1.10,10_FORMYL_THF_p7 + WATER_p7 --> FORMATE_p7 + PROTON_p7 + THF_p7,0.0
5560,FORMYLTHFDEFORMYL_RXN_p6,3.5.1.10,10_FORMYL_THF_p6 + WATER_p6 --> FORMATE_p6 + PROTON_p6 + THF_p6,0.0
5561,FORMYLTHFDEFORMYL_RXN_p5,3.5.1.10,10_FORMYL_THF_p5 + WATER_p5 --> FORMATE_p5 + PROTON_p5 + THF_p5,0.0
5562,FORMYLTHFDEFORMYL_RXN_p4,3.5.1.10,10_FORMYL_THF_p4 + WATER_p4 --> FORMATE_p4 + PROTON_p4 + THF_p4,0.0
5563,FORMYLTHFDEFORMYL_RXN_p3,3.5.1.10,10_FORMYL_THF_p3 + WATER_p3 --> FORMATE_p3 + PROTON_p3 + THF_p3,0.0
5564,FORMYLTHFDEFORMYL_RXN_p2,3.5.1.10,10_FORMYL_THF_p2 + WATER_p2 --> FORMATE_p2 + PROTON_p2 + THF_p2,0.0
5565,ASNSYNA_RXN_c10,6.3.1.1,AMMONIUM_c10 + 0.65 ATP_c10 + L_ASPARTATE_c10 + 0.35 aATP_c10 --> AMP_c10 + ASN_c10 + 0.65 PPI_c10 + PROTON_c10 + 0.35 aPPI_c10,0.027638930453059596
5566,FORMYLTHFDEFORMYL_RXN_p1,3.5.1.10,10_FORMYL_THF_p1 + WATER_p1 --> FORMATE_p1 + PROTON_p1 + THF_p1,0.0
5567,THREO_DS_ISO_CITRATE_xc4,NA,THREO_DS_ISO_CITRATE_x4 <=> THREO_DS_ISO_CITRATE_c4,0.0
5568,THREO_DS_ISO_CITRATE_xc5,NA,THREO_DS_ISO_CITRATE_x5 <=> THREO_DS_ISO_CITRATE_c5,0.0
5569,THREO_DS_ISO_CITRATE_xc2,NA,THREO_DS_ISO_CITRATE_x2 <=> THREO_DS_ISO_CITRATE_c2,0.0
5570,THREO_DS_ISO_CITRATE_xc3,NA,THREO_DS_ISO_CITRATE_x3 <=> THREO_DS_ISO_CITRATE_c3,0.0
5571,THREO_DS_ISO_CITRATE_xc8,NA,THREO_DS_ISO_CITRATE_x8 <=> THREO_DS_ISO_CITRATE_c8,0.0
5572,THREO_DS_ISO_CITRATE_xc9,NA,THREO_DS_ISO_CITRATE_x9 <=> THREO_DS_ISO_CITRATE_c9,0.0
5573,THREO_DS_ISO_CITRATE_xc6,NA,THREO_DS_ISO_CITRATE_x6 <=> THREO_DS_ISO_CITRATE_c6,-0.0001262636029999984
5574,FORMYLTHFDEFORMYL_RXN_p9,3.5.1.10,10_FORMYL_THF_p9 + WATER_p9 --> FORMATE_p9 + PROTON_p9 + THF_p9,0.0
5575,THREO_DS_ISO_CITRATE_xc7,NA,THREO_DS_ISO_CITRATE_x7 <=> THREO_DS_ISO_CITRATE_c7,-0.0010552089820000017
5576,FORMYLTHFDEFORMYL_RXN_p8,3.5.1.10,10_FORMYL_THF_p8 + WATER_p8 --> FORMATE_p8 + PROTON_p8 + THF_p8,0.0
5577,Plastidial_ATP_Synthase_p5,NA,2.4 ADP_p5 + 14.0 PROTON_l5 + 3.0 Pi_p5 + 0.6 aADP_p5 --> 2.7 ATP_p5 + 11.3 PROTON_p5 + 3.0 WATER_p5 + 0.3 aATP_p5,0.0
5578,Plastidial_ATP_Synthase_p6,NA,2.4 ADP_p6 + 14.0 PROTON_l6 + 3.0 Pi_p6 + 0.6 aADP_p6 --> 2.7 ATP_p6 + 11.3 PROTON_p6 + 3.0 WATER_p6 + 0.3 aATP_p6,0.0
5579,Plastidial_ATP_Synthase_p7,NA,2.4 ADP_p7 + 14.0 PROTON_l7 + 3.0 Pi_p7 + 0.6 aADP_p7 --> 2.7 ATP_p7 + 11.3 PROTON_p7 + 3.0 WATER_p7 + 0.3 aATP_p7,0.0
5580,Plastidial_ATP_Synthase_p8,NA,2.4 ADP_p8 + 14.0 PROTON_l8 + 3.0 Pi_p8 + 0.6 aADP_p8 --> 2.7 ATP_p8 + 11.3 PROTON_p8 + 3.0 WATER_p8 + 0.3 aATP_p8,0.0
5581,Plastidial_ATP_Synthase_p1,NA,2.4 ADP_p1 + 14.0 PROTON_l1 + 3.0 Pi_p1 + 0.6 aADP_p1 --> 2.7 ATP_p1 + 11.3 PROTON_p1 + 3.0 WATER_p1 + 0.3 aATP_p1,0.0
5582,Plastidial_ATP_Synthase_p2,NA,2.4 ADP_p2 + 14.0 PROTON_l2 + 3.0 Pi_p2 + 0.6 aADP_p2 --> 2.7 ATP_p2 + 11.3 PROTON_p2 + 3.0 WATER_p2 + 0.3 aATP_p2,0.0
5583,FGAMSYN_RXN_p8,6.3.5.3,5_P_RIBOSYL_N_FORMYLGLYCINEAMIDE_p8 + 0.9 ATP_p8 + GLN_p8 + WATER_p8 + 0.1 aATP_p8 --> 0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p8 + 0.8 ADP_p8 + GLT_p8 + 1.7 PROTON_p8 + Pi_p8 + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p8 + 0.2 aADP_p8,0.0
5584,Plastidial_ATP_Synthase_p3,NA,2.4 ADP_p3 + 14.0 PROTON_l3 + 3.0 Pi_p3 + 0.6 aADP_p3 --> 2.7 ATP_p3 + 11.3 PROTON_p3 + 3.0 WATER_p3 + 0.3 aATP_p3,0.0
5585,FGAMSYN_RXN_p9,6.3.5.3,5_P_RIBOSYL_N_FORMYLGLYCINEAMIDE_p9 + 0.9 ATP_p9 + GLN_p9 + WATER_p9 + 0.1 aATP_p9 --> 0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p9 + 0.8 ADP_p9 + GLT_p9 + 1.7 PROTON_p9 + Pi_p9 + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p9 + 0.2 aADP_p9,0.0
